km	long	lat	alt	name
149.234	131.32725	-13.46355	106.8	
149.469	131.32822	-13.46545	105.7	
149.535	131.32852	-13.46597	105.3	
149.634	131.32901	-13.46673	102.8	
149.833	131.33012	-13.46816	99.3	
149.900	131.33053	-13.46861	98.0	
150.034	131.33140	-13.46947	94.8	
150.134	131.33210	-13.47007	92.5	
150.169	131.33235	-13.47026	92.6	
150.478	131.33475	-13.47178	88.7	
150.760	131.33715	-13.47277	93.0	
151.076	131.33998	-13.47346	93.0	
151.243	131.34149	-13.47377	92.1	
151.338	131.34235	-13.47395	91.6	
151.525	131.34403	-13.47431	88.3	
151.645	131.34512	-13.47454	87.1	
152.071	131.34896	-13.47536	83.4	
152.232	131.35041	-13.47569	82.0	
152.618	131.35390	-13.47641	81.8	
153.166	131.35883	-13.47753	84.6	
153.459	131.36130	-13.47861	84.0	
153.755	131.36350	-13.48019	85.4	
153.792	131.36376	-13.48042	85.5	
154.087	131.36550	-13.48247	87.0	
154.418	131.36700	-13.48507	88.2	
155.048	131.36973	-13.49010	91.3	
155.786	131.37293	-13.49599	94.9	
155.933	131.37357	-13.49716	95.3	
156.330	131.37552	-13.50020	99.7	
156.437	131.37612	-13.50097	100.7	
156.865	131.37878	-13.50383	102.1	
156.936	131.37926	-13.50427	101.9	
157.359	131.38232	-13.50665	101.5	
157.634	131.38439	-13.50809	103.5	
157.702	131.38489	-13.50846	105.2	
157.938	131.38660	-13.50979	110.0	
158.040	131.38732	-13.51038	111.6	
158.141	131.38802	-13.51099	111.6	
158.604	131.39106	-13.51393	109.1	
159.183	131.39455	-13.51789	110.5	
159.566	131.39684	-13.52053	114.1	
159.908	131.39888	-13.52289	115.2	
160.522	131.40256	-13.52711	116.7	
160.779	131.40418	-13.52882	122.2	
160.810	131.40438	-13.52902	123.5	
161.097	131.40629	-13.53081	130.0	
161.214	131.40709	-13.53152	134.2	
161.276	131.40751	-13.53190	134.2	
161.348	131.40800	-13.53234	134.7	
161.391	131.40828	-13.53262	135.5	
161.465	131.40878	-13.53308	136.0	
161.553	131.40938	-13.53362	135.5	
161.728	131.41057	-13.53468	135.7	
161.948	131.41207	-13.53603	139.6	
162.076	131.41296	-13.53679	143.0	
162.148	131.41346	-13.53722	144.5	
162.242	131.41410	-13.53779	144.7	
162.271	131.41430	-13.53797	145.8	
162.405	131.41522	-13.53878	148.6	
162.514	131.41596	-13.53944	152.0	
162.527	131.41605	-13.53952	153.2	
162.602	131.41656	-13.53998	159.3	
162.614	131.41665	-13.54005	160.3	
162.683	131.41712	-13.54047	161.9	
162.798	131.41790	-13.54117	156.6	
163.060	131.41969	-13.54276	159.9	
163.214	131.42075	-13.54370	159.8	
163.360	131.42173	-13.54460	159.3	
163.402	131.42200	-13.54487	159.3	
163.553	131.42291	-13.54591	160.5	
163.596	131.42315	-13.54622	160.2	
163.862	131.42443	-13.54827	159.4	
164.112	131.42526	-13.55038	155.8	
164.235	131.42560	-13.55144	150.5	
164.417	131.42611	-13.55301	147.4	
164.662	131.42710	-13.55500	147.7	
164.912	131.42851	-13.55679	144.4	
165.080	131.42966	-13.55781	141.1	
165.328	131.43159	-13.55901	140.3	
165.642	131.43412	-13.56040	133.1	
165.765	131.43503	-13.56107	130.8	
166.035	131.43675	-13.56284	128.7	
166.292	131.43798	-13.56483	125.7	
166.348	131.43819	-13.56529	126.0	
166.656	131.43919	-13.56789	120.6	
166.712	131.43937	-13.56837	118.9	
166.882	131.44001	-13.56977	116.3	
166.910	131.44014	-13.56999	115.8	
167.021	131.44066	-13.57086	113.2	
167.077	131.44095	-13.57128	112.5	
167.373	131.44269	-13.57334	115.7	
167.484	131.44338	-13.57408	119.1	
167.888	131.44587	-13.57680	118.6	
168.052	131.44690	-13.57789	115.5	
168.223	131.44808	-13.57892	111.9	
168.281	131.44850	-13.57924	112.2	
168.558	131.45070	-13.58052	117.3	
168.662	131.45158	-13.58090	120.8	
168.760	131.45244	-13.58119	124.9	
168.784	131.45265	-13.58125	124.9	
168.944	131.45408	-13.58160	126.8	
169.253	131.45690	-13.58206	129.4	
169.371	131.45798	-13.58221	134.6	
169.564	131.45976	-13.58213	130.9	
169.712	131.46108	-13.58178	129.2	
169.918	131.46274	-13.58086	126.5	
170.050	131.46364	-13.58006	131.6	
170.075	131.46379	-13.57989	131.6	
170.124	131.46409	-13.57956	132.2	
170.328	131.46544	-13.57827	149.3	
170.538	131.46708	-13.57726	138.4	
170.716	131.46843	-13.57634	131.2	
170.741	131.46861	-13.57619	131.2	
170.976	131.47000	-13.57456	134.1	
171.155	131.47086	-13.57318	136.2	
171.261	131.47137	-13.57236	144.2	
171.415	131.47226	-13.57128	149.9	
171.538	131.47309	-13.57052	150.5	
171.686	131.47422	-13.56977	151.9	
171.800	131.47517	-13.56932	153.0	
171.829	131.47542	-13.56922	152.9	
172.041	131.47732	-13.56875	149.6	
172.259	131.47933	-13.56870	146.2	
172.325	131.47994	-13.56878	146.2	
172.601	131.48244	-13.56926	144.5	
172.882	131.48503	-13.56923	150.9	
173.022	131.48633	-13.56920	157.3	
173.092	131.48697	-13.56919	159.7	
173.161	131.48761	-13.56919	163.3	
173.229	131.48824	-13.56922	169.6	
173.296	131.48886	-13.56928	175.3	
173.364	131.48947	-13.56940	180.7	
173.432	131.49007	-13.56958	184.9	
173.498	131.49064	-13.56980	185.1	
173.564	131.49118	-13.57007	184.6	
173.664	131.49196	-13.57056	189.9	
173.766	131.49268	-13.57115	192.1	
173.800	131.49290	-13.57137	192.5	
174.001	131.49398	-13.57285	184.9	
174.105	131.49437	-13.57371	182.5	
174.139	131.49447	-13.57400	183.0	
174.345	131.49477	-13.57584	181.3	
174.734	131.49479	-13.57936	176.1	
174.952	131.49481	-13.58133	172.5	
175.027	131.49484	-13.58200	171.4	
175.172	131.49504	-13.58330	169.0	
175.281	131.49529	-13.58425	167.4	
175.317	131.49540	-13.58456	166.1	
175.572	131.49638	-13.58666	165.7	
175.755	131.49735	-13.58801	170.4	
176.007	131.49903	-13.58959	171.7	
176.258	131.50099	-13.59080	167.1	
176.613	131.50399	-13.59211	175.0	
177.288	131.50968	-13.59459	174.8	
178.045	131.51608	-13.59737	173.9	
178.673	131.52131	-13.59982	174.5	
178.966	131.52344	-13.60146	172.8	
179.186	131.52480	-13.60293	169.6	
179.474	131.52622	-13.60514	169.7	
179.656	131.52689	-13.60664	174.1	
179.945	131.52789	-13.60907	177.0	
180.050	131.52825	-13.60995	180.7	
180.187	131.52873	-13.61109	184.3	
180.255	131.52897	-13.61166	184.9	
180.600	131.53037	-13.61446	191.6	
180.635	131.53055	-13.61473	191.9	
180.925	131.53227	-13.61674	187.2	
181.147	131.53379	-13.61809	187.9	
181.257	131.53455	-13.61875	193.1	
181.294	131.53480	-13.61897	194.8	
181.403	131.53556	-13.61962	202.3	
181.439	131.53581	-13.61984	202.4	
181.548	131.53656	-13.62049	204.3	
181.621	131.53706	-13.62093	201.5	
182.092	131.54031	-13.62376	205.5	
182.198	131.54104	-13.62440	208.9	
182.409	131.54250	-13.62567	218.2	
182.611	131.54390	-13.62687	220.6	
182.943	131.54628	-13.62877	218.7	
183.239	131.54868	-13.63006	219.3	
183.545	131.55136	-13.63093	217.8	
183.593	131.55180	-13.63101	215.8	
183.737	131.55311	-13.63120	213.6	
183.760	131.55333	-13.63122	213.1	
184.020	131.55573	-13.63129	206.8	
184.152	131.55695	-13.63131	210.2	
184.179	131.55720	-13.63131	210.6	
184.345	131.55873	-13.63129	213.6	
184.552	131.56064	-13.63131	216.0	
184.583	131.56093	-13.63131	216.3	
184.646	131.56151	-13.63131	217.5	
184.810	131.56303	-13.63133	218.3	
184.980	131.56460	-13.63135	223.1	
185.121	131.56590	-13.63136	224.4	
185.414	131.56861	-13.63139	225.4	
185.757	131.57178	-13.63142	223.5	
185.990	131.57393	-13.63135	215.8	
186.029	131.57429	-13.63131	215.1	
186.335	131.57708	-13.63087	221.0	
186.562	131.57911	-13.63036	224.9	
186.710	131.58041	-13.62992	227.7	
186.748	131.58073	-13.62980	229.0	
187.007	131.58293	-13.62886	230.1	
187.081	131.58355	-13.62859	231.2	
187.156	131.58418	-13.62831	231.2	
187.491	131.58700	-13.62705	238.0	
187.870	131.59019	-13.62563	231.4	
188.333	131.59417	-13.62409	232.3	
188.715	131.59760	-13.62330	233.8	
189.127	131.60139	-13.62296	235.1	
189.163	131.60173	-13.62296	235.6	
189.461	131.60448	-13.62310	226.0	
189.573	131.60550	-13.62323	223.0	
189.685	131.60653	-13.62337	221.2	
190.491	131.61389	-13.62447	220.0	
190.777	131.61650	-13.62490	224.3	
190.883	131.61746	-13.62510	226.1	
190.954	131.61810	-13.62524	229.8	
191.096	131.61936	-13.62557	230.7	
191.527	131.62313	-13.62683	228.2	
191.598	131.62374	-13.62708	228.5	
191.775	131.62523	-13.62774	233.0	
192.228	131.62891	-13.62968	231.2	
192.433	131.63049	-13.63071	229.1	
192.775	131.63311	-13.63244	228.1	
193.337	131.63745	-13.63523	231.4	
193.588	131.63938	-13.63649	219.6	
193.661	131.63994	-13.63685	219.9	
193.950	131.64221	-13.63824	213.6	
194.023	131.64280	-13.63856	213.3	
194.242	131.64464	-13.63937	209.3	
194.655	131.64825	-13.64058	208.4	
195.170	131.65278	-13.64202	208.6	
195.520	131.65574	-13.64330	210.1	
195.628	131.65661	-13.64377	209.8	
195.810	131.65803	-13.64466	203.3	
195.958	131.65912	-13.64547	200.8	
196.179	131.66074	-13.64668	201.8	
196.289	131.66155	-13.64728	206.4	
196.937	131.66632	-13.65083	201.2	
197.299	131.66917	-13.65254	201.2	
197.693	131.67252	-13.65393	197.4	
197.729	131.67283	-13.65405	197.3	
197.977	131.67488	-13.65506	196.8	
198.222	131.67660	-13.65650	196.2	
198.579	131.67893	-13.65878	193.2	
198.828	131.68057	-13.66036	195.7	
198.864	131.68080	-13.66059	196.2	
199.434	131.68433	-13.66442	193.6	
199.648	131.68565	-13.66586	197.0	
199.788	131.68652	-13.66680	198.3	
199.996	131.68776	-13.66823	202.6	
200.064	131.68815	-13.66872	204.6	
200.236	131.68903	-13.67001	208.3	
200.373	131.68967	-13.67108	210.0	
200.724	131.69099	-13.67398	208.6	
200.981	131.69166	-13.67621	204.6	
201.019	131.69174	-13.67654	204.0	
201.207	131.69203	-13.67822	202.0	
201.470	131.69231	-13.68058	200.1	
201.618	131.69247	-13.68191	199.4	
201.877	131.69274	-13.68423	196.6	
201.988	131.69285	-13.68523	194.3	
202.135	131.69300	-13.68655	192.9	
202.282	131.69315	-13.68787	188.4	
202.701	131.69359	-13.69163	195.9	
202.930	131.69384	-13.69369	198.1	
203.484	131.69442	-13.69866	191.4	
203.704	131.69472	-13.70063	193.4	
204.075	131.69552	-13.70389	196.7	
204.112	131.69562	-13.70421	196.9	
204.411	131.69654	-13.70676	198.2	
204.854	131.69832	-13.71037	200.4	
205.259	131.70034	-13.71345	200.5	
205.521	131.70184	-13.71531	196.7	
205.941	131.70452	-13.71805	193.6	
206.306	131.70706	-13.72023	197.2	
206.700	131.70981	-13.72256	199.1	
206.863	131.71095	-13.72352	199.8	
207.123	131.71277	-13.72506	199.7	
207.602	131.71611	-13.72790	196.8	
207.804	131.71752	-13.72910	192.2	
208.223	131.72045	-13.73158	197.4	
208.315	131.72109	-13.73213	198.4	
208.572	131.72288	-13.73365	201.7	
209.121	131.72671	-13.73691	206.4	
209.157	131.72696	-13.73713	206.3	
209.745	131.73107	-13.74060	207.6	
209.961	131.73258	-13.74188	203.6	
210.347	131.73527	-13.74418	204.0	
210.616	131.73715	-13.74577	206.0	
211.033	131.74006	-13.74824	210.1	
211.326	131.74219	-13.74987	199.9	
211.586	131.74422	-13.75114	198.4	
211.704	131.74517	-13.75165	201.3	
211.941	131.74715	-13.75258	192.3	
212.332	131.75056	-13.75375	190.5	
212.613	131.75307	-13.75440	193.2	
212.714	131.75398	-13.75463	194.4	
212.922	131.75583	-13.75512	198.2	
213.448	131.76052	-13.75638	194.4	
213.588	131.76175	-13.75677	190.9	
213.692	131.76266	-13.75709	188.2	
214.182	131.76681	-13.75887	188.4	
214.428	131.76881	-13.75993	184.8	
214.673	131.77074	-13.76108	188.5	
214.988	131.77312	-13.76272	184.6	
215.232	131.77487	-13.76412	190.0	
215.266	131.77511	-13.76432	191.1	
215.372	131.77585	-13.76494	193.7	
215.512	131.77680	-13.76580	199.9	
215.687	131.77795	-13.76691	196.9	
216.178	131.78093	-13.77026	202.9	
216.736	131.78393	-13.77437	197.8	
217.472	131.78782	-13.77983	204.2	
217.892	131.79031	-13.78274	198.9	
218.032	131.79123	-13.78363	200.4	
218.347	131.79333	-13.78560	204.8	
218.451	131.79403	-13.78625	209.6	
218.487	131.79427	-13.78647	210.7	
218.696	131.79567	-13.78778	211.4	
218.837	131.79659	-13.78868	214.9	
218.872	131.79682	-13.78890	215.1	
219.118	131.79842	-13.79048	220.1	
219.433	131.80046	-13.79251	222.0	
219.573	131.80137	-13.79341	225.2	
219.853	131.80318	-13.79522	228.3	
220.449	131.80705	-13.79906	223.8	
220.484	131.80727	-13.79929	223.9	
220.624	131.80818	-13.80019	219.4	
220.728	131.80886	-13.80086	217.9	
221.007	131.81067	-13.80266	223.0	
221.147	131.81158	-13.80356	227.4	
221.253	131.81226	-13.80424	226.9	
221.392	131.81316	-13.80514	230.6	
221.674	131.81499	-13.80696	233.9	
221.815	131.81590	-13.80787	228.5	
221.919	131.81658	-13.80854	223.7	
222.060	131.81749	-13.80945	219.7	
222.161	131.81815	-13.81010	217.1	
222.399	131.81971	-13.81161	221.4	
222.631	131.82149	-13.81278	218.8	
222.815	131.82307	-13.81341	214.7	
222.868	131.82354	-13.81353	213.7	
223.053	131.82523	-13.81378	210.5	
223.107	131.82573	-13.81381	210.6	
223.293	131.82745	-13.81391	205.2	
223.319	131.82769	-13.81393	205.3	
223.423	131.82865	-13.81400	205.1	
223.653	131.83077	-13.81416	201.1	
223.851	131.83260	-13.81429	199.0	
224.033	131.83425	-13.81457	199.4	
224.282	131.83640	-13.81539	198.8	
224.508	131.83812	-13.81655	197.7	
224.751	131.83961	-13.81819	201.8	
224.962	131.84055	-13.81986	203.1	
225.208	131.84116	-13.82201	202.8	
225.484	131.84136	-13.82449	200.3	
225.510	131.84139	-13.82473	200.1	
225.921	131.84180	-13.82842	197.0	
226.084	131.84230	-13.82981	197.2	
226.303	131.84306	-13.83164	198.3	
226.432	131.84352	-13.83272	196.8	
226.622	131.84419	-13.83431	195.2	
226.743	131.84458	-13.83533	193.9	
226.953	131.84521	-13.83713	191.1	
227.127	131.84541	-13.83869	192.3	
227.343	131.84527	-13.84064	195.7	
227.574	131.84464	-13.84263	194.5	
227.645	131.84436	-13.84321	192.7	
227.876	131.84315	-13.84493	191.5	
228.146	131.84136	-13.84663	190.4	
228.403	131.83985	-13.84843	190.1	
228.682	131.83881	-13.85074	193.3	
228.901	131.83844	-13.85268	194.6	
229.147	131.83858	-13.85490	193.5	
229.471	131.83933	-13.85774	188.1	
229.579	131.83959	-13.85868	185.8	
229.632	131.83972	-13.85914	185.4	
229.743	131.83998	-13.86011	185.8	
230.005	131.84051	-13.86242	183.9	
230.078	131.84065	-13.86307	184.2	
230.155	131.84080	-13.86375	183.9	
230.525	131.84151	-13.86702	183.7	
230.560	131.84157	-13.86733	182.7	
231.209	131.84275	-13.87308	188.2	
231.391	131.84308	-13.87470	189.9	
231.428	131.84314	-13.87503	191.0	
231.871	131.84394	-13.87895	195.8	
232.170	131.84448	-13.88160	189.3	
232.361	131.84482	-13.88330	186.6	
232.401	131.84489	-13.88365	186.4	
232.557	131.84518	-13.88503	183.1	
233.165	131.84639	-13.89040	183.8	
233.658	131.84788	-13.89461	186.8	
234.156	131.84989	-13.89866	184.2	
234.233	131.85025	-13.89926	183.5	
234.619	131.85220	-13.90219	179.3	
234.658	131.85241	-13.90247	178.9	
234.773	131.85305	-13.90330	175.5	
234.964	131.85417	-13.90464	173.9	
235.042	131.85464	-13.90517	172.1	
235.159	131.85537	-13.90596	170.3	
235.276	131.85612	-13.90672	170.2	
235.844	131.85992	-13.91027	172.0	
235.919	131.86042	-13.91074	171.9	
236.451	131.86398	-13.91406	168.1	
236.606	131.86502	-13.91502	167.9	
237.601	131.87169	-13.92122	163.0	
237.795	131.87299	-13.92243	159.0	
237.909	131.87375	-13.92314	158.7	
238.019	131.87449	-13.92383	159.1	
238.610	131.87845	-13.92751	155.1	
239.388	131.88367	-13.93235	152.5	
240.078	131.88828	-13.93667	151.9	
240.400	131.89019	-13.93890	157.3	
240.507	131.89073	-13.93971	157.9	
240.869	131.89231	-13.94260	153.7	
241.407	131.89450	-13.94696	155.4	
241.765	131.89597	-13.94986	158.2	
242.158	131.89767	-13.95300	154.4	
242.445	131.89913	-13.95517	153.9	
242.907	131.90173	-13.95848	152.0	
243.087	131.90274	-13.95978	147.6	
243.592	131.90558	-13.96341	152.2	
243.735	131.90638	-13.96443	153.0	
243.807	131.90678	-13.96495	155.5	
244.339	131.90977	-13.96877	149.7	
244.481	131.91057	-13.96979	148.6	
244.588	131.91117	-13.97056	146.5	
245.011	131.91355	-13.97360	155.2	
245.082	131.91395	-13.97411	157.3	
245.189	131.91455	-13.97488	156.2	
245.827	131.91796	-13.97958	159.8	
245.861	131.91813	-13.97984	160.4	
246.106	131.91935	-13.98171	162.6	
246.633	131.92182	-13.98582	158.7	
247.049	131.92361	-13.98915	159.3	
247.579	131.92567	-13.99349	159.2	
247.997	131.92717	-13.99698	152.9	
248.247	131.92804	-13.99907	146.9	
248.356	131.92843	-13.99998	144.3	
248.428	131.92868	-14.00058	143.6	
248.537	131.92906	-14.00149	141.9	
248.715	131.92970	-14.00298	140.4	
248.857	131.93020	-14.00416	138.0	
249.436	131.93225	-14.00900	136.3	
249.465	131.93235	-14.00924	135.9	
249.696	131.93317	-14.01117	134.5	
250.075	131.93451	-14.01434	135.2	
250.673	131.93662	-14.01933	137.7	
251.281	131.93877	-14.02441	134.7	
251.309	131.93887	-14.02465	133.9	
251.476	131.93945	-14.02604	130.7	
251.824	131.94071	-14.02894	130.4	
252.047	131.94181	-14.03064	130.6	
252.264	131.94327	-14.03200	127.0	
252.313	131.94363	-14.03226	126.8	
252.614	131.94590	-14.03384	131.8	
252.699	131.94653	-14.03430	135.2	
252.787	131.94720	-14.03476	136.5	
252.977	131.94856	-14.03584	137.7	
253.175	131.94970	-14.03724	138.6	
253.412	131.95076	-14.03912	136.9	
253.682	131.95229	-14.04105	134.1	
253.836	131.95335	-14.04198	132.2	
253.997	131.95451	-14.04289	134.1	
254.127	131.95545	-14.04362	136.0	
254.288	131.95661	-14.04454	139.3	
254.418	131.95755	-14.04527	144.0	
254.515	131.95825	-14.04582	146.0	
254.646	131.95920	-14.04656	148.5	
254.744	131.95988	-14.04715	150.4	
255.010	131.96148	-14.04897	150.0	
255.112	131.96198	-14.04976	151.7	
255.352	131.96295	-14.05171	150.8	
255.777	131.96462	-14.05519	148.1	
256.189	131.96648	-14.05844	143.7	
256.611	131.96883	-14.06148	139.1	
257.075	131.97178	-14.06453	149.2	
257.267	131.97301	-14.06578	152.9	
257.381	131.97373	-14.06654	149.0	
257.457	131.97418	-14.06707	138.5	
257.536	131.97463	-14.06763	130.7	
257.614	131.97507	-14.06819	126.2	
257.733	131.97573	-14.06905	123.7	
257.911	131.97671	-14.07034	116.9	
258.020	131.97731	-14.07114	113.9	
258.047	131.97746	-14.07133	116.0	
258.156	131.97807	-14.07212	124.6	
258.215	131.97842	-14.07253	128.0	
258.308	131.97899	-14.07315	131.6	
258.434	131.97981	-14.07396	137.0	
258.700	131.98173	-14.07547	130.9	
258.806	131.98253	-14.07602	126.0	
258.947	131.98358	-14.07679	118.9	
259.304	131.98595	-14.07903	126.2	
259.374	131.98635	-14.07953	125.9	
259.580	131.98743	-14.08107	126.8	
259.718	131.98804	-14.08216	130.5	
259.785	131.98831	-14.08271	133.9	
259.885	131.98867	-14.08354	137.5	
260.019	131.98908	-14.08468	137.5	
260.321	131.98966	-14.08735	135.5	
260.425	131.98976	-14.08829	133.8	
260.495	131.98980	-14.08892	133.1	
260.812	131.98967	-14.09178	135.3	
260.952	131.98948	-14.09303	133.7	
261.404	131.98888	-14.09708	136.7	
261.714	131.98846	-14.09985	141.4	
262.222	131.98783	-14.10440	138.2	
262.449	131.98778	-14.10645	139.9	
262.792	131.98807	-14.10954	141.2	
263.101	131.98872	-14.11226	143.9	
263.216	131.98905	-14.11325	148.4	
263.404	131.98969	-14.11483	152.3	
263.743	131.99112	-14.11755	155.0	
263.819	131.99146	-14.11815	155.2	
264.380	131.99380	-14.12268	154.8	
264.454	131.99404	-14.12331	155.7	
264.678	131.99462	-14.12525	150.5	
264.750	131.99479	-14.12588	146.6	
264.888	131.99512	-14.12709	144.6	
265.295	131.99608	-14.13064	146.7	
265.327	131.99615	-14.13092	146.2	
265.456	131.99645	-14.13205	141.1	
265.523	131.99659	-14.13264	138.8	
265.695	131.99702	-14.13414	137.4	
265.893	131.99754	-14.13586	144.1	
266.028	131.99796	-14.13701	146.3	
266.357	131.99926	-14.13969	141.4	
266.578	132.00032	-14.14140	140.6	
266.734	132.00108	-14.14260	139.5	
266.875	132.00175	-14.14370	136.4	
267.120	132.00294	-14.14558	131.1	
267.400	132.00432	-14.14773	128.3	
268.208	132.00823	-14.15395	129.3	
268.959	132.01188	-14.15973	125.9	
269.426	132.01414	-14.16333	123.0	
269.504	132.01451	-14.16393	123.0	
270.329	132.01853	-14.17028	121.2	
270.408	132.01893	-14.17087	122.6	
270.563	132.01979	-14.17200	122.3	
270.679	132.02047	-14.17281	120.7	
271.028	132.02277	-14.17503	119.0	
271.301	132.02478	-14.17652	114.4	
271.341	132.02509	-14.17672	114.0	
271.611	132.02723	-14.17798	116.2	
271.842	132.02907	-14.17905	111.8	
272.034	132.03056	-14.18000	109.7	
272.189	132.03165	-14.18091	108.5	
272.305	132.03243	-14.18163	104.1	
272.422	132.03319	-14.18238	100.5	
272.727	132.03489	-14.18459	103.1	
272.999	132.03607	-14.18676	108.8	
273.238	132.03683	-14.18879	110.3	
273.437	132.03726	-14.19054	112.5	
273.783	132.03767	-14.19364	118.0	
274.203	132.03804	-14.19742	116.7	
274.369	132.03818	-14.19891	113.4	
274.496	132.03829	-14.20005	109.9	
274.538	132.03833	-14.20043	110.0	
275.120	132.03882	-14.20567	112.2	
275.242	132.03890	-14.20677	114.8	
275.363	132.03898	-14.20786	116.6	
276.130	132.03949	-14.21477	121.3	
276.169	132.03952	-14.21513	122.4	
276.527	132.03976	-14.21835	125.7	
276.767	132.03992	-14.22052	131.9	
277.158	132.04020	-14.22404	128.9	
277.250	132.04026	-14.22487	131.8	
277.496	132.04044	-14.22709	130.3	
277.594	132.04054	-14.22797	131.6	
277.916	132.04119	-14.23081	134.7	
278.228	132.04224	-14.23343	132.1	
278.260	132.04237	-14.23369	130.8	
278.569	132.04383	-14.23610	133.8	
278.790	132.04507	-14.23769	138.3	
278.913	132.04583	-14.23851	139.6	
279.154	132.04740	-14.24006	140.2	
279.245	132.04799	-14.24065	146.7	
279.335	132.04858	-14.24123	153.4	
279.396	132.04897	-14.24162	156.4	
279.580	132.05017	-14.24280	157.6	
279.926	132.05243	-14.24502	159.0	
280.051	132.05325	-14.24582	162.8	
280.113	132.05365	-14.24622	164.3	
280.361	132.05527	-14.24781	167.5	
280.521	132.05632	-14.24884	167.1	
281.035	132.05956	-14.25224	168.8	
281.127	132.06012	-14.25287	169.1	
281.276	132.06098	-14.25392	162.7	
281.306	132.06115	-14.25413	161.4	
281.770	132.06367	-14.25753	160.7	
281.929	132.06447	-14.25874	157.4	
282.281	132.06612	-14.26148	157.2	
282.319	132.06629	-14.26179	158.4	
282.398	132.06663	-14.26242	159.9	
282.477	132.06696	-14.26305	162.6	
282.516	132.06713	-14.26337	164.2	
282.596	132.06746	-14.26401	167.2	
282.676	132.06778	-14.26467	168.8	
282.716	132.06793	-14.26500	169.5	
282.880	132.06855	-14.26635	171.9	
283.082	132.06925	-14.26804	168.2	
283.205	132.06965	-14.26908	164.5	
283.290	132.06991	-14.26981	162.6	
283.553	132.07066	-14.27207	163.5	
283.596	132.07078	-14.27244	163.9	
283.679	132.07099	-14.27316	163.2	
283.719	132.07109	-14.27351	162.8	
283.834	132.07136	-14.27452	162.0	
283.984	132.07168	-14.27584	159.0	
284.130	132.07196	-14.27713	158.4	
284.167	132.07203	-14.27745	158.4	
284.800	132.07324	-14.28305	166.8	
284.867	132.07338	-14.28364	168.8	
284.966	132.07362	-14.28451	172.3	
284.999	132.07371	-14.28479	173.3	
285.131	132.07411	-14.28592	174.7	
285.504	132.07556	-14.28898	167.0	
285.841	132.07728	-14.29152	172.8	
286.044	132.07847	-14.29294	168.1	
286.079	132.07869	-14.29317	167.5	
286.453	132.08123	-14.29548	164.6	
286.760	132.08356	-14.29707	171.5	
